Disease_cn,Level2_dep,Descript,Disease_ab,Alias,Treatment,Head_dep,Id,Symptom
系统性血管炎,风湿科,　　血管炎(vasculitis)是一组以血管的炎症与破坏为主要病理改变的异质性疾病，其临床表现因受累血管的类型、大小、部位及病理特点不同而不同。血管炎可以是一个单发的疾病，也可以是某一疾病的临床表现之一，如系统性红斑狼疮、类风湿关节炎、舍格伦综合征、肿瘤、感染;其本身可以是系统性的，引起多系统脏器的功能障碍，也可以是局限于某一器官的。鉴于血管炎的复杂性和多样性，可称之为血管炎综合征(vasculitis syndrome)。血管炎的预后取决于受累血管的大小、数量和部位。,xtxxgy," 系统性脉管炎,血管炎综合征",http://jbk.39.net/xtxxgy/yyzl,内科,http://jbk.39.net/xtxxgy/jbzs,
局限性硬皮病,风湿科,"　　顾名思义，硬皮病(scleroderma)是皮肤变硬的疾病。一般分类将病变局限于皮肤的,内脏不受累及的称为局限性硬皮病(localized scleroderma)，位于病谱一端，系统性硬化症(systemic sclerosis)中弥漫性硬皮病(diffuse scleroderma)，皮肤病变广泛并伴有多脏器累及位于病谱的另一端。在两极之间，有一些中间类型，如局限性中的泛发性硬斑病，系统性中的肢端型硬皮病，CREST综合征等。",jxxypb, 局灶性硬皮病,http://jbk.39.net/jxxypb/yyzl,内科,http://jbk.39.net/jxxypb/jbzs,
小儿风湿热,风湿科,　　小儿风湿热(rheumatic fever) 是儿科常见的危害学龄期儿童生命和健康的主要疾病之一，其病变是全身性结缔组织的非化脓性炎症，主要侵犯心脏和关节，其它器官如脑、皮肤、浆膜、血管等均可受累，但以心脏损害最为严重且多见。有时首次发作即可使心脏受损，反复发作可使三分之二的病儿遗留慢性心瓣膜病。临床表现以心脏炎与关节炎为主，伴发热、毒血症、皮疹、皮下小结、舞蹈症等。,xefsr, 小儿急性风湿性多关节炎,http://jbk.39.net/xefsr/yyzl,内科,http://jbk.39.net/xefsr/jbzs,"乏力,高热,淋巴结肿大,咽痛,肌痛,低烧,狭窄杂音"
红蝴蝶疮,风湿科,　　红蝴蝶疮是一种可累及皮肤和全身多脏器的自身免疫性疾病。相当于西医的红斑狼疮。 临床常见类型为盘状红蝴蝶疮和系统性红蝴蝶疮。其特点是：盘状红蝴蝶疮好发于面颊部，主要表现为皮肤损害，多为慢性局限性;系统性红蝴蝶疮除有皮肤损害外，常同时累及全身多系统、多脏器，病变呈进行性经过，预后较差。多见于15～40岁女性。　,hhdc, 红斑狼疮,http://jbk.39.net/hhdc/yyzl,内科,http://jbk.39.net/hhdc/jbzs,
结节性多动脉炎,风湿科,　　结节性多动脉炎又称多动脉炎，或结节性动脉周围炎，是一种累及中、小动脉的坏死性血管炎性疾病。结节性多动脉炎可累及人体的任何器官，但以皮肤、关节、外周神经、胃肠道和肾脏受累最为常见。病变的严重程度个体间差异很大。结节性多动脉炎还可以合并于其他疾病如类风湿性关节炎、干燥综合征等。根据受累血管大小，分为经典型结节性多动脉炎与微型多发性动脉炎，前者侵犯中等动脉及其分支处，后者累及小动脉及小静脉，特点是中小动脉坏死性、非肉芽肿性血管炎，这是因为血管损伤并非仅累及动脉壁外层，而是可能同时累及动脉壁各层引起坏死性动脉炎，最后导致多发性动脉瘤、血栓形成或梗死。,jjxddmy," 结节性动脉周围炎,结节性多发性动脉炎,库斯毛耳病,库斯毛耳氏病",http://jbk.39.net/jjxddmy/yyzl,内科,http://jbk.39.net/jjxddmy/jbzs,"皮肤肉芽肿,情绪性哮喘,炎性细胞浸润,红斑结节,不明原因发热,乏力,关节痛,肌痛,视力障碍"
老年人类风湿性关节炎,风湿科,　　类风湿关节炎(rheumatoid arthritis，RA)是以对称性，进行性及侵蚀性的多关节炎，主要累及手足小关节，表现为关节疼痛、肿胀和功能障碍，病情迁延反复。是一种以关节滑膜炎症为特征的慢性全身性自身免疫性疾病。主要的病理变化为关节滑膜的慢性炎症，血管翳形成，软骨和软骨下骨破坏，最终造成关节畸形和强直，功能丧失。遗传、感染、随机因素、性激素、环境因素 自身心理因素，中医的正虚、邪侵、痰淤，都可能因起本病。,lnrlfsxgjy," 老年类风湿性关节炎,老年人类风湿,老年人历节,老年人顽痹,老年人尪痹,老年人周痹",http://jbk.39.net/lnrlfsxgjy/yyzl,内科,http://jbk.39.net/lnrlfsxgjy/jbzs,"乏力,发烧,风寒湿痹,晨僵,风湿性多发性肌痛症"
血栓性静脉炎,风湿科,　　本病是以静脉壁的急性非化脓性炎症和管腔内血栓形成为特征的静脉疾病。血流缓慢和涡流形成、血液凝固性增高及血管内膜损伤是其主要病因。临床上分为浅表性血栓性静脉炎，深静脉血栓形成两类。需与静脉水肿，淋巴水肿相鉴别。使血栓和炎症局限化;消除肿胀，尽可能恢复静脉功能;预防发展成致死性肺栓塞是治疗本病的主要目的。,xsxjmy,"
                                        ",http://jbk.39.net/xsxjmy/yyzl,内科,http://jbk.39.net/xsxjmy/jbzs,"发烧,压痛,股三角区压痛,结节"
纤维肌痛综合征,风湿科,　　纤维肌痛综合征(fibromyalgia syndrome，FS)是一种非关节性风湿病，临床表现为肌肉骨骼系统多处疼痛与发僵，并在特殊部位有压痛点。纤维肌痛综合征可继发于外伤，各种风湿病，如骨性关节炎、类风湿关节炎及各种非风湿病(如甲状腺功能低下、恶性肿瘤)等。本病属中医痹证、行痹、肌痹、腰腿痛范畴。,xwjtzhz, 纤维肌痛综合症,http://jbk.39.net/xwjtzhz/yyzl,内科,http://jbk.39.net/xwjtzhz/jbzs,"疼痛,晨僵,钝痛,多梦"
强直性脊柱炎性巩膜炎,风湿科,　　强直性脊柱炎(AS)是一种原因未明的慢性全身性疾病，累及脊椎关节、骶髂关节和关节周围组织。早年曾被认为是类风湿性关节炎(RA)的一个临床类型。近年认为本病是完全不同于RA的一种独立的疾病。能引起脊柱关节病变的疾病还包括Reiter综合征(RS)、银屑病性关节炎和炎性肠病(IBD)。,qzxjzyxgmy, 强直性脊椎炎性巩膜炎,http://jbk.39.net/qzxjzyxgmy/yyzl,内科,http://jbk.39.net/qzxjzyxgmy/jbzs,"眼痛,畏光流泪,大小便失禁,睫状充血,视力障碍,强迫性脊柱炎"
复发性风湿病,风湿科,　　复发性风湿病又名发作性风湿症、Hench-Rosenberg综合征、Hench综合征和复发性风湿症。其特点是急性关节炎和关节周围炎反复发作，发作间歇期内无任何症状。初次发病多见于30～60岁，偶尔亦可在儿童期发病。同一家族中可有多人发病。男女发病机会均等。,ffxfsb," 发作性风湿症,复发性风湿症",http://jbk.39.net/ffxfsb/yyzl,内科,http://jbk.39.net/ffxfsb/jbzs,"关节疼痛,疼痛,低烧,双足红肿热痛"
自身免疫性疾病,风湿科,　　自身免疫性疾病（autoimmune diseases）是指机体对自身抗原发生免疫反应而导致自身组织损害所引起的疾病。许多疾病相继被列为自身免疫性疾病，值得提出的是，自身抗体的存在与自身免疫性疾病并非两个等同的概念，自身抗体可存在于无自身免疫性疾病的正常人特别是老年人，如抗甲状腺球蛋白、甲状腺上皮细胞、胃壁细胞、细胞核DNA抗体等。有时，受损或抗原性发生变化的组织可激发自身抗体的产生，如心肌缺血时，坏死的心肌可导致抗心肌自身抗体形成，但此抗体并无致病作用，是一种继发性免疫反应。?,zsmyxjb,"
                                        ",http://jbk.39.net/zsmyxjb/yyzl,内科,http://jbk.39.net/zsmyxjb/jbzs,
混合性结缔组织病,风湿科,　　混合结缔组织病(mixedconnectivetissuedisease，MCTD)是一种同时或不同时具有红斑狼疮、皮肌炎或多发性肌炎、硬皮病类风湿性关节炎等混合表现，而不能确定其为哪一种病。血中有高效价的斑点型荧光抗核抗体和抗核糖核蛋白(n-RNP)抗体的结缔组织病，肾脏累及少，对皮质类固醇效果好，预后亦佳。本病由Sharp等于1972年首先报导。关于MCTD是否系一独立疾病尚存在不同见解。有人认为系SLE的一种亚型，或提出是 PSS的一种亚型，但亦有较多病例，经多年观察，症状不变，认作为一独立疾病。,hhxjdzzb," 混合结缔组织病,混合型结缔组织病",http://jbk.39.net/hhxjdzzb/yyzl,内科,http://jbk.39.net/hhxjdzzb/jbzs,
成人类风湿性关节炎性巩膜炎,风湿科,　　类风湿性关节炎(rheumatoid arthritis，RA)是一种常见的以关节组织慢性炎症性病变为主要表现的多系统炎症的自身免疫性疾病。也可损害关节外组织，如眼、皮肤、肺、心和末梢神经等。,crlfsxgjyxgmy,"
                                        ",http://jbk.39.net/crlfsxgjyxgmy/yyzl,内科,http://jbk.39.net/crlfsxgjyxgmy/jbzs,"低烧,视力障碍,红眼,泪溢,巩膜水肿,巩膜充血"
成人斯蒂尔病,风湿科,　　斯蒂尔病是一种血清阴性的多关节炎，为幼年类风湿关节炎的一种。最早由斯蒂尔(1897)报道，其临床特征有长期不规则发热，伴有肝、脾、淋巴结肿大，贫血，白细胞增多，多发性大、中、小关节炎，肌肉病变等。本病在临床表现和病理上都与成人类风湿关节炎不同。其全身症状较突出，类风湿因子多为阴性，且与HLA-B27相关。,crsdeb," 变应性或超敏感性亚败血症,成人Willer-Fanconi综合征,成人Wissler综合征,成人变应性亚败血症",http://jbk.39.net/crsdeb/yyzl,内科,http://jbk.39.net/crsdeb/jbzs,"发烧,皮疹,关节痛"
痛风和高尿酸血症,风湿科,　　痛风(gout)是由于遗传性或获得性病因，引起嘌呤代谢紊乱所致的疾病。其临床特征是;高尿酸血症及由此引起的痛风性急性关节炎反复发作，痛风石沉积，痛风石性慢性关节炎和关节畸形，常累及肾脏引起慢性间质性肾炎和尿酸性肾结石形成，也可由尿酸结石引起急性肾功能衰竭。,tfhgnsxz,"
                        ",http://jbk.39.net/tfhgnsxz/yyzl,内科,http://jbk.39.net/tfhgnsxz/jbzs,"发烧,头痛,关节痛,疲乏"
未分化结缔组织病,风湿科,"　　近年来，未分化结缔组织病(undifferentiated connective tissue disease，UCTD)已逐渐被人们所认识。本病具有某些结缔组织病的临床表现，但又不符合任何一种特定疾病的诊断标准。它可能属于某一种弥漫性结缔组织病的早期阶段或顿挫型，在部分患者也可能是一种独立的疾病。到目前为止，未发现UCTD有特征性的临床表现和特异性的实验室指标。UCTD的诊断主要依靠临床表现，本病是否为另一种结缔组织病仍需学术界的进一步研究。
　　UCTD的概念最早由LeRoy等在1980年提出。但是，直至1989年以后，相关的临床研究才逐渐增多。文献上的名称仍不统一，有人称之为隐匿性狼疮、不全型或顿挫型狼疮、早期未分化结缔组织病和未分化结缔组织综合征等。各研究者推荐的诊断标准也不完全一致。近十几年来，国外对本病的临床特征、实验室异常及其转归进行了较多的研究。国内亦有不少UCTD的病例，但系统的研究报道尚少。",wfhjdzzb," 不全型或顿挫型狼疮,未分化结缔组织综合征,隐匿性狼疮,早期未分化结缔组织病",http://jbk.39.net/wfhjdzzb/yyzl,内科,http://jbk.39.net/wfhjdzzb/jbzs,
老年人痛风,风湿科,　　痛风是由于遗传性和(或)获得性尿酸生成过多和(或)排泄减少引起的一组异质性疾病。其临床特点是：高尿酸血症及尿酸盐结晶，沉积所致的急性关节炎、痛风石、慢性痛风关节炎、痛风性肾病。上述表现可单独或联合存在。,lnrtf," 老年人高尿酸血症,老年人尿酸盐贮积病,老年痛风",http://jbk.39.net/lnrtf/yyzl,内科,http://jbk.39.net/lnrtf/jbzs,"头痛,剧痛,背痛,热痛,等渗尿,利尿,手指痛风"
IgA肾病,风湿科,　　IgA肾病(IgA nephropathy)是1968年由法国学者Berger和Hinglais首先描述的，以系膜增生及系膜区显著弥漫的IgA沉积为特征的一组肾小球疾病。其临床表现多种多样，以血尿最为常见，可伴有不同程度的蛋白尿、高血压和肾功能受损。,igasy, IgA肾炎,http://jbk.39.net/igasy/yyzl,内科,http://jbk.39.net/igasy/jbzs,"小血管纤维性坏死,水肿,低烧,肚子疼"
银屑病关节炎,风湿科,　　银屑病性关节炎(psoriasis arthritsi，PA)又名关节病型银屑病(arthropathic psoriasis)，是一种与银屑病相关的炎性关节病。本病病程迁延，易复发，晚期形成关节强直，导致残废。银屑病在关节炎患者中较为常见，比普通人群多2～3倍，而关节炎在银屑病患者中也较普遍。Leczinsky在10年调查中发现，银屑病中关节炎的发生率为6.8%，大大超过非银屑病人群中关节炎的发生率。女性比男性更易罹患。据Nobol报道，PA约占银屑病病人的1%。由于本病和Reiter综合证、强直性脊椎炎均与HLA-B27有关，且类风湿因子阴性，临床表现又有相似之处，因此被归入血清阴性脊椎关节病。,yxbgjy, 关节病型银屑病 ,http://jbk.39.net/yxbgjy/yyzl,内科,http://jbk.39.net/yxbgjy/jbzs,"指(趾)甲点状凹陷,晨僵,关节强硬,关节肿胀,点状出血"
成人still病,风湿科,　　成人still病是一组病因不明的弛张热、一过性多形性皮疹，关节炎或关节痛为主要临床表现，伴有肝、脾及淋巴结肿大，周围血白细胞增高的一种临床综合征，称为成人Still病。既往命名为亚败血症、变应性亚败血症。本病多见于年轻人，18mdash;25岁，男女罹患率基本相等。,crstillb," 亚败血症,变应性亚败血症",http://jbk.39.net/crstillb/yyzl,内科,http://jbk.39.net/crstillb/jbzs,
大骨节病,风湿科,　　卡斯钦-贝克病(Kaschin-Beck disease)即大骨节病，是一种地方性软骨骨关节畸形病，是以软骨坏死为主的变形性骨关节病。多发生于儿童和少年，主要侵犯儿童和青少年的骨骼与关节系统，导致软骨内成骨障碍、管状骨变短和继发的变形性关节病。致管状长骨发育障碍，关节增粗、疼痛、肌肉松弛、萎缩和运动障碍。患者以身材矮小、短指、关节畸形、步态异常(呈典型跛行、鸭步)等为特征。本病尚有矮人病、算盘子病等之称。,dgjb," 算盘珠病,Kaschin-Beck病",http://jbk.39.net/dgjb/yyzl,内科,http://jbk.39.net/dgjb/jbzs,"髋内翻,骨密度增加,膝内翻,弓状指,骨端增大,关节肿胀"
脊柱炎,风湿科,　　脊柱畸形和强直导致的功能障碍，对患者弯腰、扩胸及屈颈等运动，都会造成极大痛苦和困难。为了减轻或防止这些不良后果，患者除接受医生的各种检查和治疗外，应学会自我护理，如谨慎而长期地进行体位锻炼(最初应得到体疗医师的指导)，目的是取得和维持脊柱的最好位置，增强椎旁肌肉力量和增加肺活量。在休息时首要的是保持适当的体位，应睡硬板床，取仰卧位，避免促进屈曲畸形的体位。,jzy1,"
                        ",http://jbk.39.net/jzy1/yyzl,内科,http://jbk.39.net/jzy1/jbzs,
结节病,风湿科,　　结节病(sarcoidosis)是一种病因未明的多系统肉芽肿性疾病。临床上以双侧肺门淋巴结肿大、肺浸润及皮肤、眼睛损害为主要表现，肉芽肿结节可侵犯全身各器官。常见于青壮年，临床上90%以上有肺的改变，以双肺门淋巴结肿大、肺浸润、眼及皮肤损害为特征。肝、脾、淋巴结、唾液腺、心脏、神经系统、肌肉、骨骼和其他器官亦可受累。当具有典型的临床和X线表现，同时组织学上具有非干酪上皮样细胞肉芽肿即可做出诊断，但应除外其他肉芽肿性疾病。该病的免疫学特征为皮肤迟缓样过敏反应受到抑制及Ⅰ型辅助T细胞(TH1)免疫反应增强，同时可见循环免疫复合物及B细胞反应增高。,jjb, 肉样瘤病，Boeck肉样瘤，Schaumann良性淋巴肉芽肿病，Besnier冻疮样狼疮,http://jbk.39.net/jjb/yyzl,内科,http://jbk.39.net/jjb/jbzs,"腮腺肿大,关节肿胀,心动过速,肉芽肿,呼吸困难"
多发性肌炎,风湿科,　　多发性肌炎系一种以肌无力、肌痛为主要表现的自身免疫性疾病。主要累及肢带肌、颈项肌、咽喉部肌群，如同时累及皮肤，称皮肌炎。,dfxjy,"
                        ",http://jbk.39.net/dfxjy/yyzl,内科,http://jbk.39.net/dfxjy/jbzs,"三角肌疼痛,抗Jo-1抗体阳性,心动过速,肌肉假肥大"
多发性硬化,风湿科,　　多发性硬化(multiple sclerosis，MS)是以中枢神经系统(CNS)白质脱髓鞘病变为特点，遗传易感个体与环境因素作用发生的自身免疫性疾病。MS是中枢神经系统脱髓鞘疾病中最常见最主要的疾病。青、中年多见，临床特点是病灶播散广泛，病程中常有缓解复发的脑、脊髓和视神经神经损害。,dfxyh," 多发性硬化症,轴周性硬化性脑炎",http://jbk.39.net/dfxyh/yyzl,内科,http://jbk.39.net/dfxyh/jbzs,"脑白质变性,病理性发笑和哭喊,反应迟钝,抽搐"
风湿性多肌痛,风湿科,　　风湿性多肌痛(polymyalgia rheumatica，PMR)，是以四肢和躯干近端疼痛为特征的临床综合征。一般包括以下3个要点：50或50岁以上起病;肩胛带、骨盆带和颈部3处易患部位中有2处出现疼痛和晨僵，时间超过30min，持续1个月以上;加上全身反应证据如血沉升高超过40mm/h或50mm/h。除巨细胞动脉炎(giant cell arteritis，GCA)外，如果存在其他特定疾病如类风湿关节炎、慢性感染、多发性肌炎或恶性肿瘤等可排除风湿性多肌痛的诊断。PMR和GCA关系密切，约1/4的PMR最终发展为GCA，而40%GCA可出现PMR表现，故有人认为PMR和GCA是同一疾病的不同表现，即PMR仅为GCA的临床表现之一，但也有人提出它们分属独立性疾病。,fsxdjt," 风湿性多发性肌痛,风湿性多肌病",http://jbk.39.net/fsxdjt/yyzl,内科,http://jbk.39.net/fsxdjt/jbzs,"流行性肌痛,乏力,晨僵,无力,肌肉酸痛,低烧"
白塞病,风湿科,"　　白塞病(Behcet’s disease, BD)是一种全身性、慢性、血管炎症性疾病，主要临床表现为复发性口腔溃疡、生殖器溃疡、眼炎及皮肤损害，也可累及血管、神经系统、消化道、关节、肺、肾、附睾等器官，大部分患者预后良好，眼、中枢神经及大血管受累者预后不佳。好发于男性青壮年。本病根据其内脏的系统损害不同而分为血管型、神经型、胃肠型等。血管型指有大、中型动脉、静脉受累者;神经型指有中枢或周围神经受累者;胃肠型指有胃肠道溃疡、出血、穿孔等。",bsb, 丝绸之路病，白赛综合征，白塞氏病，贝赫切特氏病，眼-口-生殖器综合征,http://jbk.39.net/bsb/yyzl,内科,http://jbk.39.net/bsb/jbzs,"关节疼痛,传导阻滞,痤疮样皮疹,肠麻痹"
风湿热,风湿科,　　风湿热(rheumatic fever)是一种常见的反复发作的急性或慢性身性结缔组织炎症，主要累及心脏、关节、中枢神经系统、皮肤和皮下组织。临床表现以心脏炎和关节炎为主，可伴有发热、毒血症、皮疹、皮下小结、舞蹈病等。它通常发生于链球菌感染后2～4周，是一种对咽部A组溶血性链球菌感染的变态反应性疾病。急性发作时通常以关节炎较为明显，但在此阶段风湿性心脏炎可造成病人死亡。急性发作后常遗留轻重不等的心脏损害。,fsr," 急性风湿病,急性风湿性多关节炎",http://jbk.39.net/fsr/yyzl,内科,http://jbk.39.net/fsr/jbzs,"不明原因发热,乏力,端坐呼吸,呼吸困难"
硬皮病,风湿科,　　硬皮病(scleroderma)，是以局限性或弥漫性皮肤及内脏器官结缔组织纤维化、硬化及萎缩为特点的结缔组织病，其主要特点为皮肤、滑膜、骨骼肌、血管和食道出现纤维化或硬化。有些内脏器官，如肺、心脏、肾脏和大小动脉也可有类似的病变。有些病人只发生皮肤硬化，称为局限性硬皮病;而有些病人还同时发生心、肺、胃肠和肾等内脏纤维化和硬化，这种情况被称为系统性硬皮病，往往病情严重，预后较差。本病在结缔组织病中仅次于红斑狼疮而居第二位。患者以女性较多，女性与男性之比约为3∶1。发病年龄以20～50岁多见。生育年龄的妇女发病最为多见，儿童、老人也可发病。有报道矿工和接触硅的工人得硬皮病的病人较多。,ypb, 痹症，胶原沉着病，皮痹，系统性硬化症，血痹，进行性全身性硬化症,http://jbk.39.net/ypb/yyzl,内科,http://jbk.39.net/ypb/jbzs,"皮肤硬化,毛发稀少,皮肤萎缩和色素沉着"
系统性红斑狼疮,风湿科,　　系统性红斑狼疮(systemic lupus erythematosus，SLE)是一种累及多系统、多器官并有多种自身抗体出现的自身免疫性疾病。由于体内有大量致病性自身抗体和免疫复合物而造成组织损伤。临床上可出现各个系统和脏器损伤的表现，如皮肤、关节、浆膜、心脏、肾脏、中枢神经系统、血液系统等等。该病在世界范围内均有出现，患病率为4/10万～25/10万，亚洲及黑人患病率较高，我国的患病率为70/10万～75/10万。女性发病明显多于男性，约为10∶1，育龄妇女为发病高峰，老人及儿童也可患病。　　本病属于中医学的阴阳毒、阳毒发斑、蝴蝶斑、日晒疮、鬼脸疮、面游风等病证范畴。,xtxhblc, 全身性红斑狼疮,http://jbk.39.net/xtxhblc/yyzl,内科,http://jbk.39.net/xtxhblc/jbzs,"盘状红斑,关节疼痛,肌痛,发烧,疲劳,皮肤受累,体重减轻,日光照射引起皮肤过敏"
过敏性哮喘,风湿科,　　过敏性哮喘是一种比较顽固的疾病，如果忽视治疗，可以伴随终身。大部分哮喘患者都存在过敏现象或者有过敏性鼻炎，有过敏性鼻炎的哮喘患者发病前兆会有打喷嚏、流鼻涕、鼻痒、眼痒、流泪等症状。,gmxxc,"
                                        ",http://jbk.39.net/gmxxc/yyzl,内科,http://jbk.39.net/gmxxc/jbzs,"胸闷,吐泡沫痰,紫绀,哮鸣音,气喘,支气管痉挛,支气管分泌物增加,小支气管平滑肌挛缩"
川崎病,风湿科,　　川崎病(Kawasaki diseaes)又称皮肤粘膜淋巴结综合症(muco-cuta-meous lymph node syndrome，MCLS)，是一种以全身血管炎变为主要病变的小儿急性发热性出疹性疾病。1967年日本川崎富作医生首次报道。由于本病可发生严重心血管病变，所以引起人们的重视。近年发病增多，1990年北京儿童医院风湿性疾病住院病例中，川崎病67例，风湿热27例;外省市11所医院相同的资料中，川崎病为风湿的2倍。显然川崎病已取代风湿热为我国小儿后天性心脏病的主要病因之一。目前认为川崎病是一种免疫介导的血管炎。,cqb, 皮肤粘膜淋巴结综合征,http://jbk.39.net/cqb/yyzl,内科,http://jbk.39.net/cqb/jbzs,"发烧,皮疹,结膜充血,颈部淋巴结肿大"
风湿性心脏病,风湿科,　　风湿性心脏病(简称风心病)是常见的一种心脏病，是风湿病变侵犯心脏的后果，表现为瓣膜口狭窄和/或关闭不全，患者中女多于男。受损的瓣膜以二尖瓣为最常见，也可以几个瓣膜同时受累，称为联合瓣膜病变。,fsxxzb, 风心病,http://jbk.39.net/fsxxzb/yyzl,内科,http://jbk.39.net/fsxxzb/jbzs,"胸闷,呼吸困难,心悸,心源性晕厥,乏力,下肢浮肿,粉红色泡沫痰"
骨关节炎,风湿科,"骨关节炎(osteoarthritis,OA)又称为骨关节病，退行性关节病和骨质增生，是一种最常见的关节疾病。该病不仅发生关节软骨损害，还累及整个关节，包括软骨下骨、韧带、关节囊、滑膜和关节周围肌肉，最终发生关节软骨退变、纤维化、断裂、溃疡及整个关节面的损害。典型的临床表现包括疼痛，僵硬和关节变形。",ggjy, 骨关节病，退行性关节炎，老年性关节炎，肥大性关节炎等,http://jbk.39.net/ggjy/yyzl,内科,http://jbk.39.net/ggjy/jbzs,"关节疼痛,关节畸形,关节肿大,关节积液,骨赘大量增生,炎性损害,晨僵,关节肿胀,小腿寒冷痠痛,骨压痛,弯曲不利,腰骶疼痛"
高尿酸血症,风湿科,　　高尿酸血症又称痛风(gout)，是一组嘌呤代谢紊乱所致的疾病，其临床特点为高尿酸血症(hyperuricemia)及由此而引起的痛风性急性关节炎反复发作、痛风石沉积、痛风石性慢性关节炎和关节畸形，常累及肾脏引起慢性间质性肾炎和尿酸肾结石形成。本病可分原发性和继发性两大类，原发性者病因除少数由于酶缺陷引起外，大多未阐明，常伴高脂血症、肥胖、糖尿病、高血压病、动脉硬化和冠心病等，属遗传性疾病。继发性者可由肾脏病、血液病及药物等多种原因引起。,gnsxz, 痛风,http://jbk.39.net/gnsxz/yyzl,内科,http://jbk.39.net/gnsxz/jbzs,"尿酸盐在关节内沉积增多,尿酸结晶,关节液中白细胞内有尿酸结晶,关节肿痛,痛风结节"
风湿性关节炎,风湿科,　　风湿性关节炎属变态反应性疾病，是风湿热的主要表现之一。多以急性发热及关节疼痛起病，典型表现是轻度或中度发热，游走性多关节炎，受累关节多为膝、踝、肩、肘、腕等大关节，常见由一个关节转移至另一个关节，病变局部呈现红、肿、灼热、剧痛，部分病人也有几个关节同时发病，不典型的病人仅有关节疼痛而无其他炎症表现，急性炎症一般于2-4周消退，不留后遗症，但常反复发作。若风湿活动影响心脏，则可发生心肌炎，甚至遗留心脏瓣膜病变。,fsxgjy, 关节炎,http://jbk.39.net/fsxgjy/yyzl,内科,http://jbk.39.net/fsxgjy/jbzs,"关节疼痛,关节肿胀,弯曲不利,腰骶疼痛,臀部酸痛,肩痛,非对称性关节痛,四肢畸形,髋关节痛,晨僵"
强直性脊柱炎,风湿科,　　强直性脊柱炎(ankylosingsporidylitis，AS)是一种主要侵犯骶髂关节和脊柱，并可不同程度的累及周围关节、内脏系统的全身性炎性疾病。早期本病被认为是类风湿关节炎的一种特殊类型，称为类风湿性脊柱炎、畸形性脊柱炎、类风湿中心型等，现统一称之为强直性脊柱炎。AS的特征性病理变化是肌腱、韧带、骨附着点病变，韧带钙化及骨性强直为其重要特点。本病一般类风湿因子呈阴性，与银屑病关节炎、反应性关节炎、炎症性肠病性关节炎、未分化脊柱关节病等统属血清阴性脊柱关节病。,qzxjzy, 类风湿性脊柱炎，畸形性脊柱炎，类风湿中心型，龟背,http://jbk.39.net/qzxjzy/yyzl,内科,http://jbk.39.net/qzxjzy/jbzs,"晨僵,持续性疼痛,骶髂关节疼痛,关节疼痛,腰脊椎疼痛,低烧,疲劳,下蹲困难"
红斑狼疮,风湿科,　　红斑狼疮为自身免疫性疾病之一，属结缔组织病范围，红斑狼疮分为盘状红斑狼疮(DLE)，系统性红斑狼疮(SLE)、亚急性皮肤型红斑狼疮、深部红斑狼疮等类型。红斑狼疮的发病缓慢，隐袭发生，临床表现多样、变化多端。,hblc," SLE, 系统性红斑狼疮",http://jbk.39.net/hblc/yyzl,内科,http://jbk.39.net/hblc/jbzs,"红斑结节,盘状红斑,肌痛,脾大,多形红斑样皮疹,白细胞尿,关节肿胀,血小板减少,高热,溃疡,脂膜炎,面部蝶形红斑"
类风湿性关节炎,风湿科,　　类风湿关节炎(rheumatoid arthritis，RA)是一种以侵蚀性关节炎为主要表现的全身性自身免疫病。本病临床表现为以双手和腕关节等小关节受累为主的对称性、持续性多关节炎。病理表现为关节滑膜的慢性炎症、血管翳形成，并可出现关节软骨和骨破坏，最终可导致关节畸形和功能丧失。我国大陆地区的RA患病率约为0.2％-0.4％， 共有近500万患者。本病特点是以女性多发（男女患病比例约1：3），可发生于任何年龄，80%患者发病于35-50岁。同时类风湿的发生可能与内分泌、营养、职业、心理和环境的差异、细菌和病毒感染及遗传因索等方面都有关系。,lfsxgjy," 类风湿关节炎,类风湿,类风湿病,尪痹",http://jbk.39.net/lfsxgjy/yyzl,内科,http://jbk.39.net/lfsxgjy/jbzs,"晨僵,关节疼痛,关节肿胀,小腿寒冷痠痛,骨压痛"
