Disease_cn,Level2_dep,Descript,Disease_ab,Alias,Treatment,Head_dep,Id,Symptom
中老年男子部分性雄激素缺乏综合征,内分泌科,　　男子更年期综合征(male climateric syndrome)一词是Werner于1939年首先提出来的，后来又根据对273例50岁以上患者的分析，总结出本病的临床表现为：神经功能紊乱、抑郁、记忆力减退、注意力不集中、容易疲劳、失眠、潮热、出汗和性功能减退等。同义词包括男子绝经期(male menopause)、男性更年期(male climateric)和绝茎(penopause)等。,zlnnzbfxxjsqfzhz,"
                                        ",http://jbk.39.net/zlnnzbfxxjsqfzhz/yyzl,内科,http://jbk.39.net/zlnnzbfxxjsqfzhz/jbzs,"性欲减退,注意力不集中,心悸,食欲减退,抑郁,雄激素依赖"
假性甲状旁腺功能减退症,内分泌科,　　假性甲状旁腺功能减退症(pseudo-hypoparathyroidism)是一种具有甲状旁腺功能减退症的症状和体征的遗传性疾病。1942年由Albright首次报道，故又称Albright遗传性骨营养不良;本症主要是靶器官(骨和肾)对甲状旁腺激素失敏，甲状旁腺增生，血中甲状旁腺素增加，而临床表现为甲状旁腺功能减退;典型病例还有独特的骨骼和发育缺陷。,jxjzpxgnjtz,"
                        ",http://jbk.39.net/jxjzpxgnjtz/yyzl,内科,http://jbk.39.net/jxjzpxgnjtz/jbzs,"抽搐,维生素D缺乏,平滑肌痉挛,心动过速,神经肌肉症状"
下丘脑疾病,内分泌科,　　下丘脑疾病是由于多处原因所致下丘脑功能损的一组疾病，主要特点是内分泌功能紊乱与植物神经功能失调。下丘脑既是一高级植物神经中枢，也是一功能复杂的高级内分泌中枢。下丘脑与垂体功能，性腺活动，体温调节，食欲控制及水的代谢均有极密切的关系。,xqnjb,"
                        ",http://jbk.39.net/xqnjb/yyzl,内科,http://jbk.39.net/xqnjb/jbzs,"无力,表情迟钝,皮质功能减退,发绀,毛发脱落,消瘦,定向力障碍"
脑垂体功能异常伴发的精神障碍,内分泌科,　　脑垂体前叶机能亢进(巨人症或肢端肥大症) 伴发的精神障碍是指由脑垂体前叶各种生长激素分泌过多引起的精神障碍和神经症状。　　脑垂体前叶功能减退伴发精神障碍是指因脑垂体前叶的炎症、肿瘤、坏死或手术等引起的脑垂体前叶功能减退，激素分泌减少，进而导致性腺、甲状腺及肾上腺皮质等继发性功能减退，发生内分泌系统与神经系统相互调节的紊乱，导致脑功能紊乱，发生精神障碍。　　脑下垂体后叶机能减退症(尿崩症)伴发的精神障碍是由于丘脑-神经垂体病变致抗利尿激素(ADH)分泌减少或缺乏引起的精神障碍和躯体症状。,nctgnycbfdjsza,"
                                        ",http://jbk.39.net/nctgnycbfdjsza/yyzl,内科,http://jbk.39.net/nctgnycbfdjsza/jbzs,
小儿先天性肾上腺皮质增生症,内分泌科,"　　先天性肾上腺增生症又称肾上腺生殖器综合征或肾上腺性变态征。主要由于肾上腺皮质激素生物合成过程中所必需的酶存在缺陷，致使皮质激素合成不正常。多数病例肾上腺分泌理糖激素、理盐激素不足而雄性激素过多，故临床上出现不同程度的肾上腺皮质功能减退，伴有女孩男性化，而男孩则表现性早熟，此外尚可有低血钠或高血压等多种症候群。
　　按缺陷酶的种类，可分为5类：①2l-羟化酶(CYP21)缺陷症，又分为典型失盐型、男性化型及非典型型等亚型;②11β-羟化酶(CYP11β)缺陷症，又可分为Ⅰ和Ⅱ型;③3β-羟类固醇脱氢酶(3β-HSD)缺陷症;④17α-羟化酶(CYP17)缺陷症，伴或不伴有17，20-裂链酶(17，20LD)缺陷症;⑤胆固醇碳链酶缺陷症。
　　临床上以21-羟化酶缺陷症为最常见，占90%以上，其发病率约为1/4500新生儿，其中约75%为失盐型，其次为β-羟酶缺陷症，约占5%～8%，其发病率约为1/5000～7000新生儿。其他类型均为罕见。",xextxssxpzzsz," 小儿肾上腺生殖器综合征,小儿肾上腺性变态征",http://jbk.39.net/xextxssxpzzsz/yyzl,内科,http://jbk.39.net/xextxssxpzzsz/jbzs,
Castleman病,内分泌科,　　Castleman病(Castlemanrsquo;s disease，CD)属原因未明的反应性淋巴结病之一，临床较为少见，以深部或浅表淋巴结显著肿大为特点，部分病例可伴全身症状和(或)多系统损害，多数病例手术切除肿大的淋巴结后，效果良好。,castlemanb," 巨大淋巴结增生,血管滤泡性淋巴结样增生",http://jbk.39.net/castlemanb/yyzl,内科,http://jbk.39.net/castlemanb/jbzs,"消瘦,乏力,高热,低烧"
家族性甲状腺非髓样癌,内分泌科,　　甲状腺非髓样癌(nonmedullary thyroid carcinoma，NMTC)是是指起源于甲状腺滤泡细胞的恶性肿瘤，包括乳头状癌、滤泡状癌和未分化癌，占甲状腺癌的大部分。而甲状腺髓样癌则起源于甲状腺C细胞。既往的认识中，具遗传倾向的甲状腺癌主要为家族性髓样癌，而非髓样癌一般是散发性的。1955年，英国的Robinson和Orr最先报道了一对同卵孪生子先后患甲状腺非髓样癌。1975年Nemec等报道了一对母子患有甲状腺非髓样癌，并可明确排除放射线照射和已知的家族性疾病。从而引起国外学者重视对甲状腺非髓样癌是否具有遗传倾向的研究。近年来，有关家族性甲状腺非髓样癌(familial nonmedullary thyroid carcinoma，FNMTC)的报道和研究越来越多。现有的资料已表明，家族性甲状腺非髓样癌作为甲状腺非髓样癌中的一部分，存在遗传倾向，并具有其独特的病因学、病理学和临床特点。,jzxjzxfsya,"
                        ",http://jbk.39.net/jzxjzxfsya/yyzl,内科,http://jbk.39.net/jzxjzxfsya/jbzs,"呼吸困难,甲状腺肿,生长缓慢,吞咽困难,声音嘶哑"
希恩综合征,内分泌科,　　垂体或下丘脑的多种病损可累及垂体的内分泌功能，当垂体的全部或绝大部分被毁坏后，可产生一系列的内分泌腺功能减退的表现，主要累及的腺体为性腺、甲状腺及肾上腺皮质，临床上称为腺垂体功能减退症(aterior pituitary hypofunction)，亦称席汉综合征(Sheehan syndrome)。最常见的病因为产后垂体缺血性坏死及垂体腺瘤。,xezhz1," 席汉综合征,席汉氏综合征",http://jbk.39.net/xezhz1/yyzl,内科,http://jbk.39.net/xezhz1/jbzs,"产后极度虚弱,阴毛脱落,怕冷,产后垂体坏死,不明原因发热,意识模糊"
妊娠合并甲状腺功能减退,内分泌科,　　甲状腺功能减退(hypothyroidism，简称甲减)是指多种原因引起的甲状腺激素(TH)合成、分泌不足或生理效应降低所致的一种内分泌疾病。妇女常出现无排卵月经、不孕，合并妊娠较少见。妊娠合并甲减最常见的是自身免疫性甲状腺病mdash;mdash;慢性淋巴细胞性甲状腺炎。由于机体免疫功能紊乱所产生的抗体引起甲状腺组织内弥漫性淋巴细胞浸润，导致甲状腺肿大，甲状腺功能减低。,rshbjzxgnjt," 妊娠合并甲状腺功能减退症,妊娠合并甲状腺机能减退",http://jbk.39.net/rshbjzxgnjt/yyzl,内科,http://jbk.39.net/rshbjzxgnjt/jbzs,"皮肤干燥,疲乏,嗜睡,疲劳,神志淡漠"
水、电解质紊乱伴发的精神障碍,内分泌科,　　各种原因引起的水电解质紊乱在综合医院临床各科经常会遇到。躯体中水分约占60%，脑内水分含量可达75%～80%，水代谢与钠代谢有密切关系，水分不足可引起脱水症，而水分过多则可招致水中毒。电解质高或低，都会出现躯体及精神障碍。,sdjzwlbfdjsza,"
                                        ",http://jbk.39.net/sdjzwlbfdjsza/yyzl,内科,http://jbk.39.net/sdjzwlbfdjsza/jbzs,
胫前黏液水肿,内分泌科,　　胫前黏液性水肿(pretibial myxedema)又称甲状腺毒性黏蛋白沉积症。其特点为胫前出现界限明显的坚实水肿性斑块或结节，常伴有甲状腺毒症。临床表现为，皮损最常见于胫前区，常伴发甲状腺功能亢进症和突眼症。鼓槌状指趾。,jqnysz," 甲状腺毒性黏蛋白沉积症,胫骨前粘液水肿,胫前粘液水肿,胫前粘液性水肿",http://jbk.39.net/jqnysz/yyzl,内科,http://jbk.39.net/jqnysz/jbzs,"胫前和足部坚硬的非凹陷性水肿斑块,黏液分泌亢进,软组织肿胀,毛孔粗大"
淋巴细胞性垂体炎,内分泌科,　　1962年，Goudie和Pinkerton报道1例22岁的女性病人，同时有腺垂体炎和桥本甲状腺炎。以后有不少学者相继报道若干病例，表现为腺垂体炎伴腺垂体功能减退。这些病例的组织学特点是腺垂体有弥漫性淋巴细胞浸润，因此命名为淋巴细胞性腺垂体炎(lymphocytic adenohypophysits)。后来的研究显示，上述炎症性病变亦可累及神经垂体和垂体柄，称为淋巴细胞性漏斗神经垂体炎(lymphocytic infundibuloneuro hypophysitis)，临床上主要表现为中枢性尿崩症。如病变累及整个垂体，则称为淋巴细胞性垂体炎(lymphocytic hypophysitis)。,lbxbxcty,"
                                        ",http://jbk.39.net/lbxbxcty/yyzl,内科,http://jbk.39.net/lbxbxcty/jbzs,"甲状腺功能低下,溢乳,嗜睡,毛发脱落,血沉增快"
妊娠合并皮质醇增多症,内分泌科,　　皮质醇增多症又叫库欣综合征，是肾上腺皮质功能亢进中最常见的一种。主要是由于肾上腺皮质分泌过多的皮质醇类激素，引起一系列病理改变，所发生的一种疾病。多见于20～40岁的青年人，女性多见。　　妊娠合并皮质醇增多症极为少见，大多数患者妊娠终止于流产、早产或死产。,rshbpzczdz," 妊娠合并库欣综合征,妊娠合并肾上腺皮质功能亢进",http://jbk.39.net/rshbpzczdz/yyzl,内科,http://jbk.39.net/rshbpzczdz/jbzs,"体重增加,皮质醇增多,血糖升高,糖尿,满月脸,痤疮样皮疹,乏力"
妊娠合并急性胰腺炎,内分泌科,　　急性胰腺炎是由于胰腺消化酶被激活对胰腺组织自身消化所致的急性化学性炎症。它不仅是胰腺的局部炎症病变，而且是涉及多个脏器的全身性疾病。妊娠期合并急性胰腺炎较少见，但对母儿危害甚大。　　,rshbjxyxy,"
                        ",http://jbk.39.net/rshbjxyxy/yyzl,内科,http://jbk.39.net/rshbjxyxy/jbzs,"上腹部疼痛,腹腔积液,血压下降,肚子疼,腹胀,高热,恶心"
肾上腺皮质功能异常伴发的精神障碍,内分泌科,　　肾上腺皮质醇增多症伴发的精神障碍和肾上腺皮质功能减退伴发精神障碍均属于肾上腺皮质功能异常伴发的精神障碍。　　肾上腺皮质醇增多症，又称柯兴(Cushing)综合征。其伴发的精神障碍是指由于肾上腺素皮质功能亢进，皮质醇分泌过多引起的精神障碍和神经症状。　　肾上腺素功能减退，又称阿狄森(Addison)病。其伴发的精神障碍，主要是由于肾上腺皮质激素分泌不足引起的精神障碍和神经症状。,ssxpzgnycbfdjsza, 肾上腺皮质机能异常伴发的精神障碍,http://jbk.39.net/ssxpzgnycbfdjsza/yyzl,内科,http://jbk.39.net/ssxpzgnycbfdjsza/jbzs,
老年人糖尿病酮症酸中毒,内分泌科,　　糖尿病酮症酸中毒是指糖尿病患者在各种诱因的作用下，胰岛素不明显增加，升糖激素不适当升高，造成糖、蛋白质、脂肪以至于水、电解质、酸碱平衡失调而导致高血糖、高血酮、酮尿、脱水、电解质紊乱、代谢性酸中毒等一个症候群。　　,lnrtnbtzszd," 老年人糖尿病性酮酸中毒,老年人糖尿病性酮症酸中毒,老年糖尿病酮症酸中毒",http://jbk.39.net/lnrtnbtzszd/yyzl,内科,http://jbk.39.net/lnrtnbtzszd/jbzs,
糖尿病所致脊髓病,内分泌科,　　糖尿病并发症多，神经系统并发症多见于重型糖尿病或病程长、病情控制不佳的患者。糖尿病所致脊髓病在其并发症中发病率不高。糖尿病所致脊髓病也称为糖尿病脊髓综合征。　　糖尿病是由于人体内胰岛功能减退，胰岛素绝对或相对分泌不足引起的以糖代谢紊乱为主的疾病。严重时伴以脂肪和蛋白质等代谢紊乱。,tnbszjsb," 糖尿病脊髓综合征,糖尿病所致骨髓病",http://jbk.39.net/tnbszjsb/yyzl,内科,http://jbk.39.net/tnbszjsb/jbzs,"步态不稳,腱反射消失,腱反射亢进,脊髓病变"
放射性甲状腺炎,内分泌科,　　电离辐射可以导致人类甲状腺的不同改变，低剂量(10～1500rad)照射良性和恶性肿瘤发生率明显增加，而较大剂量照射甲状腺功能改变和甲状腺炎更常见，这些改变与射线的剂量和种类、暴露时间、个体差异如年龄、性别、遗传有关。甲状腺功能减退症是甲状腺直接照射损伤的最常见表现。甲状腺直接照射后可以产生多种甲状腺疾病，包括自身免疫性甲状腺炎、Graves病、甲状腺功能正常的Grayes突眼、类似无症状甲状腺炎的综合征、甲状腺囊肿、单发或多发良性结节、乳头状、滤泡状或混合状甲状腺癌。,fsxjzxy,"
                                        ",http://jbk.39.net/fsxjzxy/yyzl,内科,http://jbk.39.net/fsxjzxy/jbzs,"皮肤瘙痒,乏力,心慌,吞咽困难"
伴纤维囊性骨炎的假性甲状旁腺功能低下症,内分泌科,　　伴有纤维囊性骨炎的假性甲状旁腺功能低下症(PHP with fibrocystic osteitis)是PHP中的一种类型，比较少见。病者有低钙血症所引起的手足搐搦。骨骼可有变形，易骨折。治疗可用维生素D 或其衍生物使血钙恢复正常，随之PTH 降至正常，骨骼病变愈合。治疗应终生维持。,bxwnxgydjxjzpxgndxz,"
                                        ",http://jbk.39.net/bxwnxgydjxjzpxgndxz/yyzl,内科,http://jbk.39.net/bxwnxgydjxjzpxgndxz/jbzs,"骨骼变形缩短,手足发抖"
小儿慢性淋巴细胞性甲状腺炎,内分泌科,　　慢性淋巴细胞性甲状腺炎(chronic lymphocytic thyroiditis，CLT)又称自身免疫性甲状腺炎，是一种以自身甲状腺组织为抗原的慢性炎症性自身免疫性疾病。近年来发病率迅速增加，有报道认为已与甲亢的发病率相近。本病是儿童及青少年甲状腺肿大及获得性甲状腺功能减退症最常见的原因。,xemxlbxbxjzxy," 小儿慢性淋巴性甲状腺炎,小儿桥本病,小儿桥本甲状腺炎",http://jbk.39.net/xemxlbxbxjzxy/yyzl,内科,http://jbk.39.net/xemxlbxbxjzxy/jbzs,"甲状腺肿大,甲状腺功能低下,耳垂小"
急性放射性甲状腺炎,内分泌科,　　急性放射性甲状腺炎(acute radio thyroiditis)是指在急性辐射后两周内发生的甲状腺炎症。通常甲状腺对辐射直接作用的敏感性较低，但处于增殖状态的甲状腺对辐射较敏感。因此，未成年人和甲状腺功能亢进患者的甲状腺对辐射较敏感，易引起甲状腺炎。,jxfsxjzxy,"
                        ",http://jbk.39.net/jxfsxjzxy/yyzl,内科,http://jbk.39.net/jxfsxjzxy/jbzs,"颈部肌肉肿胀变硬,皮肤触痛"
非甲状腺性的病态综合征,内分泌科,　　在饥饿或全身性疾病时体内甲状腺激素浓度往往下降到甲状腺功能减退的水平，以前一直认为这是机体代偿反映而甲状腺功能是正常的，所以叫正常甲状腺病态综合征(euthyroid sick syndrome，ESS)，但在严重疾病状态下，严重降低的甲状腺激素(T4)浓度伴随病死率增加，因此也有人认为是代偿不良，因此现在更趋向于采用不带主观色彩的用词：非甲状腺疾病综合征(nonthyroid illness syndrome，NTIS)。NTIS是指急、慢性非甲状腺疾病(nonthyroid illness，NTI)对正常甲状腺的功能参数的影响，甲状腺本身没有病变。甲状腺激素的变化与基础NTI的严重程度和病期有关，而与疾病的种类无关。常见于禁食和慢性营养不良、重症感染、烧伤、大的手术和创伤，心、肝、肾疾病或功能衰竭。,fjzxxdbtzhz,"
                                        ",http://jbk.39.net/fjzxxdbtzhz/yyzl,内科,http://jbk.39.net/fjzxxdbtzhz/jbzs,"低蛋白血症,反应迟钝,肝脾肿大,多饮,肝功能异常,静脉曲张"
小儿雄激素不敏感综合征,内分泌科,　　小儿雄激素不敏感综合征(androgeninsensitivitysyndrome，AIS)是一种临床较为常见的单基因性发育异常疾病。由于雄激素的正常效应全部或部分丧失而导致多种临床表现，可从完全的女性表型到仅男性化不足或不育的男性表型，为男性假两性畸形中最常见者。本病在染色体核型为46，XY的人中发病。AIS中此病系X连锁隐性遗传，在同一家族中发生。,xexjsbmgzhz," 小儿Reifenstein综合征,小儿睾丸女性化综合征,小儿抗雄激素综合征,小儿有睾女性化综合征",http://jbk.39.net/xexjsbmgzhz/yyzl,内科,http://jbk.39.net/xexjsbmgzhz/jbzs,"阴唇融合,继发性闭经"
涎瘘,内分泌科,　　由于外伤或外科手术损伤涎腺或涎腺导管造成涎液外流者，称为涎瘘，临床表现为面部皮肤有小瘘口，时有清亮唾液流出。 本病主要原因为损伤，多发生在腮腺及其导管部，手术治疗方法，治愈率高。涎腺区损伤后的清创缝合是预防本病的关键。,xl,"
                        ",http://jbk.39.net/xl/yyzl,内科,http://jbk.39.net/xl/jbzs,"流涎,流口水"
转移性皮肤钙化病,内分泌科,　　皮肤钙化病(calcinosis cutis)是不溶性钙盐(主要为未定型磷酸钙或少量碳酸钙)沉积于皮肤内或皮下组织产生的疾病。可分为转移性皮肤钙化病，营养不良性钙化病及特发性钙化病等3型。,zyxpfghb,"
                                        ",http://jbk.39.net/zyxpfghb/yyzl,内科,http://jbk.39.net/zyxpfghb/jbzs,"甲状旁腺功能亢进,静脉栓塞,皮肤钙化"
黏多糖贮积症,内分泌科,　　黏多糖贮积症(mucopolysaccharidosis，MPS)是一组溶酶体累积病，是由于溶酶体水解酶缺陷，造成酸性黏多糖(葡糖氨基聚糖)降解受阻，黏多糖在体内积聚而引起一系列临床症状。黏多糖贮积症患者由于过多的黏多糖贮积于骨、软骨等组织或器官内，从而影响到这些组织或器官的正常发育，多余的黏多糖从尿中排出，发生一系列的临床症状和影像学表现。黏多糖贮积症属先天性或原发性代谢异常综合征。,ndtzjz," 黏多糖病,黏多糖增多症,粘多糖贮积病",http://jbk.39.net/ndtzjz/yyzl,内科,http://jbk.39.net/ndtzjz/jbzs,"视力障碍,耳流脓,肝脾肿大,智力发育迟缓,异常矮小"
小儿亚急性甲状腺炎,内分泌科,　　亚急性甲状腺炎系非化脓炎性疾病，随甲状腺炎性破坏、组织损害至完全恢复，临床出现相应表现和甲状腺功能变化，即从甲状腺功能亢进rarr;甲状腺功能低下rarr;甲状腺功能正常。多见于成人，小儿极少见。本病为自限性疾病，病程数周至数月。,xeyjxjzxy,"
                        ",http://jbk.39.net/xeyjxjzxy/yyzl,内科,http://jbk.39.net/xeyjxjzxy/jbzs,"低烧,高热,乏力,易激惹,心悸,甲状腺肿,寒战,甲状腺机能亢进,咽痛"
小儿先天性侏儒痴呆综合征,内分泌科,　　小儿先天性侏儒痴呆综合征(congenital dwarfism dementia syndrome)又称Noonan综合征、Noonan-Ehmke综合征、假性Turner综合征、翼状颈综合征、Turner男性表型、男性Turner综合征。男、女均可患病，表现为精神迟滞(生殖腺畸形者早有此症状)、生长发育障碍。目前认为是常染色体显性遗传，其具有Turner综合征的临床特征，伴有肺动脉狭窄、房间隔缺损、动脉导管未闭及肥大性心肌病等先天性心脏病，而染色体检查正常。,xextxzrcdzhz," 女性假Turner综合征,小儿Noonan综合征,小儿假性Turner综合征,小儿男性Turner综合征,小儿先天性侏儒痴呆综合症,小儿翼状颈综合征",http://jbk.39.net/xextxzrcdzhz/yyzl,内科,http://jbk.39.net/xextxzrcdzhz/jbzs,"颈短,胸廓畸形,眼距宽阔,三尖瓣下移"
小儿肥胖性生殖无能综合征,内分泌科,　　肥胖性生殖无能综合征主要是由于下丘脑、垂体或其邻近部位肿瘤、脑炎、脑外伤等多种病因引起的，以肥胖、性器官发育不良、尿崩等为其特征的一组症候群。发病人群多为幼儿或学龄期男孩。下丘脑病变是本综合征的关键因素。　　本病征又称Frouml;hlich综合征(Frouml;hlich syndrome)、Babinski-Frouml;hlich综合征、Leaunois-Cleret综合征、肥胖性生殖无能性营养不良症、脑性肥胖症等。,xefpxszwnzhz," 小儿Babinski-Frohlich综合征,小儿Frohlich综合征,小儿Leaunois-Cleret综合征",http://jbk.39.net/xefpxszwnzhz/yyzl,内科,http://jbk.39.net/xefpxszwnzhz/jbzs,"尿崩,骨龄延迟,嗜睡,阴茎短,女性不孕,性发育慢,无月经来潮,男子性功能障碍,女性型肥胖"
糖原贮积病,内分泌科,　　糖原贮积病(glycogen storage disease)是因肝、肌肉和脑组织的糖原代谢中某些酶的缺乏，使糖原不能正常分解或合成，在组织中沉积结构和数量异常糖原的一组隐性遗传性糖原代谢紊乱疾病，又叫糖原病(glycogen disease)，糖原代谢病(glycogenoses)。此病于1928、1929年由荷兰的几位医生最早发现，多数是糖原分解酶缺乏，糖原在组织中分解障碍而沉积过多;极少数则是由于糖原合成酶缺乏，表现为组织中糖原贮存过少。本病累及多器官组织，主要为肝脏、肾脏、心脏和肌肉，大多表现为低血糖。本病分为肝-低血糖性糖原贮积病及肌-能量障碍性糖原贮积病两大类。,tyzjb," 糖原累积病,糖原性肝肾大",http://jbk.39.net/tyzjb/yyzl,内科,http://jbk.39.net/tyzjb/jbzs,"肌肉萎缩,肝脏肿大"
小儿面部红斑侏儒综合征,内分泌科,　　面部红斑侏儒综合征(facial telangiectasis of dwarfs syndrome)是一种常染色体隐性遗传性疾病，主要表现为侏儒、对光敏感和面部毛细血管扩张性红斑等三大临床特征性病征。Bloom首先报道称之为类似红斑狼疮的先天性毛细血管扩张性红斑侏儒。1983年曾氏报道一例，国内称本病征为面部红斑侏儒综合征、侏儒面部毛细血管扩张症、子宫内侏儒征、原基性侏儒、先天性毛细血管扩张症等。　　本病征又称为先天性毛细血管扩张红斑(congenital telangiectastic erythema)、Bloom综合征、染色体不稳定综合征(chromosome instability syndrome)、侏儒毛细血管扩张症、、染色体脆弱综合征(chromosomal fragility syndrome)、染色体破裂综合征(chromosomal leakage Bloom-Torre-Mackacek综合征syndrome)。,xembhbzrzhz," 小儿Bloom综合征,小儿布鲁姆综合征,小儿类似红斑狼疮的先天性毛细血管扩张性红斑侏儒,小儿面部红斑侏儒综合症,小儿染色体不稳定综合征,小儿染色体脆弱综合征,小儿染色体破裂综合征,小儿先天性毛细血管扩张红斑,小儿先天性毛细血管扩张症",http://jbk.39.net/xembhbzrzhz/yyzl,内科,http://jbk.39.net/xembhbzrzhz/jbzs,"咖啡斑,生长缓慢,面部多毛,下肢短缩,体重减轻"
利德尔综合征,内分泌科,　　利德尔综合征(Liddle syndrome)，临床表现为高血压、低血钾、代谢性碱中毒，临床症状像原发性醛固酮增多症，但其血浆醛固酮水平很低，且盐皮质激素受体拮抗药螺内酯对其无效，故又称为假性醛固酮增多症。,ldezhz," 假性醛固酮增多症,利德尔综合症",http://jbk.39.net/ldezhz/yyzl,内科,http://jbk.39.net/ldezhz/jbzs,"低血钾,多尿,感觉障碍,无力,抽搐,烦渴多饮"
小儿库欣综合征,内分泌科,　　由各种病因引起皮质醇分泌增多出现典型临床症状和体征，如多血性满月脸、高血压、骨质疏松、高胰岛素血征等，称为库欣综合征。,xekxzhz," 小儿柯兴综合症,小儿库欣综合症,小儿皮质醇增多症,小儿皮质醇症",http://jbk.39.net/xekxzhz/yyzl,内科,http://jbk.39.net/xekxzhz/jbzs,"满月脸,向心性肥胖,生长缓慢,继发感染,肌肉萎缩,男性化"
小儿碘缺乏病,内分泌科,　　碘是人体不可缺少的一种营养素，当摄入不足时，机体会出现一系列的障碍。碘缺乏病(iodine deficiency disease)是由于自然环境缺碘而对人体所造成的损害，可表现出各种疾病形成。地方性甲状腺肿、地方性克汀病、地方性亚临床型克汀病及影响生育而出现的不育症、早产儿、死产、先天性畸形儿等这些病统称为ldquo;碘缺乏病rdquo;。碘是甲状腺素的必需成分。甲状腺利用碘和酪氨酸合成甲状腺激素，故当碘摄入不足时，机体会出现一系列的障碍，由于机体缺碘的程度和时期不同，机体出现障碍的严重程度也不同。,xedqfb, 小儿碘缺乏症,http://jbk.39.net/xedqfb/yyzl,内科,http://jbk.39.net/xedqfb/jbzs,"缺碘,表情淡漠,甲状腺肿大,甲状腺肿,甲状腺功能低下,声音嘶哑,黏液性水肿,腱反射亢进"
老年人糖尿病乳酸性中毒,内分泌科,　　各种原因引起血乳酸水平升高而导致的酸中毒称为乳酸性酸中毒。在糖尿病基础上发生的乳酸性酸中毒被称糖尿病乳酸性酸中毒。,lnrtnbrsxzd," 老年人糖尿病性乳酸性酸中毒,老年糖尿病乳酸性中毒",http://jbk.39.net/lnrtnbrsxzd/yyzl,内科,http://jbk.39.net/lnrtnbrsxzd/jbzs,
小儿叶酸缺乏病,内分泌科,　　叶酸(folic acid)是一种水溶性B族维生素，由于叶酸与出生缺陷、心血管疾病关系等的研究逐步深入，它已成为极其重要的微量营养素。在临床上因叶酸缺乏引起的神经管畸形及巨幼红细胞性贫血在我国的西北、华北和西南地区农村尚不少见，需加强防治工作。,xeysqfb1, 小儿叶酸缺乏,http://jbk.39.net/xeysqfb1/yyzl,内科,http://jbk.39.net/xeysqfb1/jbzs,"食欲减退,腹胀,舌炎,舌质红绛,消瘦,肝脾肿大,维生素B1缺乏,舌痛"
眼球突出症,内分泌科,　　眼球突出症是指眼球突出度超出正常范围内人正常眼球突出度在12-14mm，平均13mm，两眼差值不超过2mm眼球突出可为眼病征象，也可为全身病的病征。除眶内本身病变外常与内科、耳鼻喉科、神经外科肿瘤科的疾病有密切关系。眼球在眶内的正常位置是由眶内诸组织相互之间作用而维持的。如球后组织中的血管及脂肪，斜肌的正常张力等有将眼球向前推移的趋势;而眶膈及其平滑肌，四条直肌的张力和内外眦韧带则有阻止眼球前突的作用。凡增加眶内容积的一切病变，直肌麻痹及由于眶骨的异常所致眶腔变化等都能造成眼球突出。,yqtcz,"
                        ",http://jbk.39.net/yqtcz/yyzl,内科,http://jbk.39.net/yqtcz/jbzs,
地方性克汀病,内分泌科,　　地方性克汀病(endemic cretinism)包括地方性亚临床克汀病是由碘缺乏所造成的，以智力障碍为主要特征的神经-精神综合征;当该地区碘缺乏被充分纠正后，地克病或亚克汀可被防止。典型的地克病一般发生在有地甲肿流行的严重缺碘地区，当地儿童尿碘低于20micro;g/L则几乎肯定会出现地克病;当地方性甲状腺肿的肿大率大于30%时通常会有地克病的流行;地方性亚临床克汀病在所有缺碘地区都会发生，但更常见于中度或重度缺碘地区。,dfxktb,"
                        ",http://jbk.39.net/dfxktb/yyzl,内科,http://jbk.39.net/dfxktb/jbzs,"颅面骨畸形,表情淡漠,身体下部短于上部,呆滞,甲状腺功能低下,甲状腺肿"
异源内分泌综合征,内分泌科,　　一、概述：　　伴瘤内分泌综合征是指肿瘤产生激素或激素样多肽所引起的内分泌功能紊乱，其发生机制涉及交叉免疫反应、致癌基因选择性表达等.引起内分泌症状的某些肿瘤所分泌的某些活性物质，确具激素样作用但无天然激素可与之对应(如NSILA，)。故此类综合征可广义上称之为异源内分泌综合征(ectopic endocrine syndrome)较切合实际。,yynfmzhz, 伴瘤内分泌综合征,http://jbk.39.net/yynfmzhz/yyzl,内科,http://jbk.39.net/yynfmzhz/jbzs,"恶心,腹胀,低血钾,头痛,肌阵挛,幻觉,昏迷"
老年人嗜铬细胞瘤危象,内分泌科,　　嗜铬细胞，主要分布在肾上腺髓质、交感神经节等嗜铬组织中，主管合成、贮存和释放去甲肾上腺素和肾上腺素。由成熟嗜铬细胞起源的肿瘤称嗜铬细胞瘤，临床表现以过量儿茶酚胺(去甲肾上腺素和肾上腺素)所致的一系列症群为特征，其中高血压为最突出的症状。由于肿瘤释放大量儿茶酚胺入血，导致剧烈的临床症群，如高血压危象、低血压休克及严重心律失常等，称为嗜铬细胞瘤危象。,lnrsgxblwx, 老年嗜铬细胞瘤危象,http://jbk.39.net/lnrsgxblwx/yyzl,内科,http://jbk.39.net/lnrsgxblwx/jbzs,
脂蛋白肾小球病,内分泌科,　　脂蛋白肾小球病(lipoprotein glomerulopathy)是近年来认识的一种新的肾脏疾病，其病理特征为肾小球毛细血管襻腔中存在脂蛋白栓子，肾外无脂蛋白栓塞表现。临床表现类似于Ⅲ型高脂血症，伴以血浆载脂蛋白E(apo E)升高。,zdbsxqb,"
                        ",http://jbk.39.net/zdbsxqb/yyzl,内科,http://jbk.39.net/zdbsxqb/jbzs,"高度膨胀的毛细血管襻,肾小球体积增大,蛋白尿,肾小球有病理形态改变"
