Disease_cn,Level2_dep,Descript,Disease_ab,Alias,Treatment,Head_dep,Id,Symptom
新生儿喉喘鸣,呼吸内科,　　新生儿喉喘鸣(laryngeal stridor of newborn)指出生时或出生后数周内出现的喉部喘鸣声音，是由于在呼吸时气流通过狭窄的气道段所引起，可由多种病因造成气道狭窄段。好发于冬春季节。在婴幼儿期最常见，特别是新生儿和婴幼儿。重者可致呼吸困难甚或呼吸衰竭。,xsehcm,"
                        ",http://jbk.39.net/xsehcm/yyzl,内科,http://jbk.39.net/xsehcm/jbzs,"呼吸困难,发绀,吞咽困难,声带麻痹"
高原肺水肿,呼吸内科,　　高原肺水肿(high altitude pulmonary edema)是高原地区特发病。以发病急，病情进展迅速为其特点，如能及时诊断与治疗，完全能够治愈。,gyfsz," 高海拔肺水肿,高山肺水肿",http://jbk.39.net/gyfsz/yyzl,内科,http://jbk.39.net/gyfsz/jbzs,
老年人吸入性肺炎,呼吸内科,　　吸入性肺炎主要是指口鼻咽部的分泌物和胃、食管的反流物误吸入下呼吸道，达肺泡及终末呼吸道，而引发的肺部炎性病变。吸入是病原微生物进入下呼吸道的最常见途径，故吸入性肺炎在老年性肺炎中占很大比例。,lnrxrxfy, 老年吸入性肺炎,http://jbk.39.net/lnrxrxfy/yyzl,内科,http://jbk.39.net/lnrxrxfy/jbzs,"呼吸困难,咳铁锈色痰,无力,低烧,食欲不振"
鼻旁窦支气管综合征,呼吸内科,　　鼻旁窦支气管综合征(sinobronchiales syndrome)是指副鼻窦炎伴支气管炎。,bpdzqgzhz," 鼻窦支气管综合征,鼻旁窦支气管综合症",http://jbk.39.net/bpdzqgzhz/yyzl,内科,http://jbk.39.net/bpdzqgzhz/jbzs,
老年人流行性感冒,呼吸内科,　　流行性感冒(influenza，简称流感)是由流感病毒引起的急性呼吸道传染病。临床上表现为突起发热、全身肌肉酸痛和轻度呼吸道症状，病程短，有自限性。它可以局部暴发或广泛流行。老年流行性感冒患者易并发肺炎，高龄、体弱或合并有心肺疾病者预后常较严重。60岁以上老人发病率较高，病情较重，老年人因感染此病毒而死亡的情况比其它年龄高。老人、儿童和慢性病患者要作为季节性流感的防控重点人群。,lnrlhxgm, 老年流行性感冒,http://jbk.39.net/lnrlhxgm/yyzl,内科,http://jbk.39.net/lnrlhxgm/jbzs,"鼻塞,咳嗽,呼吸音粗糙,干咳,寒战,咽部充血,恶心"
Marie-Bamberger综合征,呼吸内科,　　Marie-Bamberger综合征(Marie-Bamberge syndrome)又称肺性肥大性骨关节病、慢性肺性骨关节病、全身性肥大性骨关节病、继发性肺性骨关节病。该综合征首先由Bamberger(1889)报道，翌年Marie又将已经认为是肢端肥大症的患者，依其具有骨变形改变合并有慢性肺部疾病，而另命名为肺性增殖性骨关节病，故此综合征而得名。1963年Berman对本综合征的定义，补充了3条必备的主要征象：杵状指;长管状骨骨端骨膜增殖;关节的肿胀、疼痛和压痛。杵状指在慢性肺部疾患中占18%～33%，而在原发性肺癌可达60%。,mariebambergerzhz," 马-班二氏综合征,肺性肥大性骨关节病,继发性肺性骨关节病,全身性肥大性骨关节病",http://jbk.39.net/mariebambergerzhz/yyzl,内科,http://jbk.39.net/mariebambergerzhz/jbzs,
咳嗽晕厥综合征,呼吸内科,　　咳嗽晕厥综合征(cough syncope syndrome)是指咳嗽时发生的短暂性意识丧失，能迅速自行恢复而不留任何后遗症的一组病症。,ksyjzhz, 咳嗽晕厥综合症,http://jbk.39.net/ksyjzhz/yyzl,内科,http://jbk.39.net/ksyjzhz/jbzs,
细菌感染性肺炎,呼吸内科,　　细菌性肺炎(bacterial pneumonia)占成人各类病原体肺炎的80%。进入抗生素时代以来，细菌性肺炎的预后一度显著改善，但自60年代以后病死率居高不降。目前细菌性肺炎出现一些新特点，包括病原谱变迁，特别是医院内肺炎g-杆菌比率显著上升，肺炎链球菌虽然在社区获得性肺炎病原体中仍占主导地位，但临床表现多趋于不典型。细菌耐药率增高，所谓“难治性”肺炎屡见不鲜，尤其在儿童、老年人和免疫抑制患者中病死率极高。提高病原学诊断水平，合理应用抗生素，避免耐药菌出现，以及改善支持治疗是肺炎临床处理方面迫切需要强调和解决的问题。　　按解剖学分类，肺炎可分为大叶性、小叶性和间质性。为便于治疗，现多按病因分类，主要有感染性和理化性如放射线、毒气、药物以及变态反应性如过敏性肺炎等，临床所见绝大多数为细菌、病毒、衣原体、支原体、立克次体、真菌和寄生虫等引起的感染性肺炎，其中以细菌最为常见。,xjgrxfy,"
                                        ",http://jbk.39.net/xjgrxfy/yyzl,内科,http://jbk.39.net/xjgrxfy/jbzs,
冠状病毒感染,呼吸内科,　　冠状病毒因其包膜特有的太阳帽状刺突(E1 刺突) 而得名。1975年国际病毒命名委员会正式定名为冠状病毒(Co ro2navirus)。冠状病毒感染是由冠状病毒引起的呼吸道传染病，各年龄组均有发病，儿童多见，以上呼吸道感染为特征，少数可致腹泻、支气管炎、肺炎、胸腔积液等。,gzbdgr," 冠形病毒感染,日冕病毒感染,日冕形病毒感染",http://jbk.39.net/gzbdgr/yyzl,内科,http://jbk.39.net/gzbdgr/jbzs,"发烧,头痛,咽痛,咳嗽"
呼吸性细支气管炎间质肺病,呼吸内科,　　呼吸性细支气管炎间质性肺病(respiratory bronchiolitis-associated interstitial lung disease，RBILD)在20世纪80年代初被认识。患者均为吸烟者或曾经吸烟者。最初认为它是在病理学方面与脱屑性间质性肺炎(desquamative interstitial pneumonia，DIP)近似的一种疾病;但现在认为RBILD与DIP是吸烟对小气道和肺实质损伤不同严重度的表现，即同一种疾病的两种不同结局;甚至主张用RBILD替代DIP。对此意见尚不一致。,hxxxzqgyjzfb, 呼吸性细支气管炎间质性肺病,http://jbk.39.net/hxxxzqgyjzfb/yyzl,内科,http://jbk.39.net/hxxxzqgyjzfb/jbzs,
颚口线虫病,呼吸内科,　　颚口线虫病(gnathostomiasis)是由颚口线虫 (主要是第三期幼虫)引起的人兽共患寄生虫病，在我国少见。临床上以移行性皮下肿块、血液嗜酸性粒细胞增多为特点。此外，棘颚口线虫的第三期幼虫还可侵犯深部组织和器官，如脑、肺、眼、肝、肾等，引起内脏棘颚口线虫蚴病。,ekxcb, 棘颚口线虫病,http://jbk.39.net/ekxcb/yyzl,内科,http://jbk.39.net/ekxcb/jbzs,"低烧,恶心与呕吐,乏力,肚子疼"
小儿流行性喘憋性肺炎,呼吸内科,　　流行性喘憋性肺炎是我国独特的流行性肺炎。本病发病急、流行面广、进展快、症状重。本病的特点是：　　1.在农村出现明显的暴发流行。　　2.具有喘憋和发作性喘憋的特征。　　3.具有毛细支气管炎及间质性肺炎的肺部表现。　　4.主要侵犯婴幼儿。,xelhxcbxfy, 小儿流喘肺炎,http://jbk.39.net/xelhxcbxfy/yyzl,内科,http://jbk.39.net/xelhxcbxfy/jbzs,"烦躁不安,面色苍白,流鼻涕,心率增快"
大量羊水吸入,呼吸内科,　　胎儿在宫内或分娩过程中吸入较大量羊水称大量羊水吸入（massive aminotic fluid aspiration），又称羊水吸入综合征(aminotic fluid aspiration sydrom)。一般指羊水未被污染，常有一过性的呼吸困难或青紫，症状轻，预后好。如肺部发生炎性反应，称为羊水吸性肺炎。,dlysxr, 羊水吸入综合征,http://jbk.39.net/dlysxr/yyzl,内科,http://jbk.39.net/dlysxr/jbzs,"气急,呼吸困难,出生后即有持续青紫,口唇和甲床略带青紫,面色青紫,羊水中回声增强增多"
高致病性禽流感病毒感染,呼吸内科,　　全称禽类流行性感冒病毒感染，是由禽甲型流感病毒某些亚型的毒株引起的人的急性呼吸道传染病。病情轻重不一，严重者可致败血症、休克、多脏器功能衰竭，以及Reye综合征等多种并发症而致人死亡。我国2004年12月1日开始实施的新《中华人民共和国传染病防治法》已将人感染高致病性禽流感列入乙类传染病进行管理，并规定按甲类传染病的预防措施处理。禽流感病毒感染后可以表现为轻度的呼吸道症状、消化道症状，死亡率较低;或表现为较严重的全身性、出血性、败血性症状，死亡率较高。,gzbxqlgbdgr," 高致病力禽流感,高致病性禽流感,禽类流行性感冒病毒感染",http://jbk.39.net/gzbxqlgbdgr/yyzl,内科,http://jbk.39.net/gzbxqlgbdgr/jbzs,"发烧,咳嗽,咽痛,头痛"
急性细支气管炎,呼吸内科,近20余年来对累及小气道的炎症性病变即细支气管炎(伴或不伴闭塞)一类疾病的认识显著增加，有人称为细支气管综合征(bronchiolar syndrome)，包括多种不同疾病或作为其他疾病相关的病理状态。,jxxzqgy, 急性毛细支气管炎,http://jbk.39.net/jxxzqgy/yyzl,内科,http://jbk.39.net/jxxzqgy/jbzs,
慢性纵隔炎,呼吸内科,　　慢性纵隔炎又称特发性纵隔纤维化，病因较复杂。慢性纵隔炎可导致上腔静脉梗阻，患者出现一系列上腔静脉梗阻症状体征。,mxzgy, 特发性纵隔纤维化,http://jbk.39.net/mxzgy/yyzl,内科,http://jbk.39.net/mxzgy/jbzs,
运动诱发哮喘,呼吸内科,　　运动诱发哮喘(exercise-inducedasthma，EIA)是气道反应性增高者在剧烈运动后发生的急性气道狭窄和气道阻力增高。运动性哮喘在临床上并不少见。据统计，50%～90%已确诊的哮喘病人可出现运动性哮喘;40%尚未确诊的过敏性鼻炎患者可出现运动性哮喘。,ydyfxc, 运动诱发性喘息,http://jbk.39.net/ydyfxc/yyzl,内科,http://jbk.39.net/ydyfxc/jbzs,
尿毒症肺炎,呼吸内科, 肺是尿毒症的最常见受累脏器之一。狭义的尿毒症肺炎是指尿毒症时，胸部X线片呈现以肺门为中心向两侧放射的对称型蝶翼状阴影，病变主要是肺水肿表现；广义的尿毒症肺炎是指尿毒症时呼吸系统出现的病理生理改变和临床表现，包括肺水肿、肺钙化、胸膜炎、肺梗死、肺纤维化和肺动脉高压。,ndzfy," 尿毒症肺,尿毒症肺水肿",http://jbk.39.net/ndzfy/yyzl,内科,http://jbk.39.net/ndzfy/jbzs,
小儿腺病毒性肺炎,呼吸内科,　　腺病毒肺炎是由腺病毒感染引起的肺炎，是我国儿童较为常见的疾病之一。腺病毒感染可引起咽-结合膜热、肺炎、脑炎、膀胱炎、肠炎等，其中腺病毒肺炎是婴幼儿肺炎中最严重类型之一。多见于6个月至2岁的婴幼儿。,xexbdxfy,"
                        ",http://jbk.39.net/xexbdxfy/yyzl,内科,http://jbk.39.net/xexbdxfy/jbzs,"喘息,不规则热,腹胀,发烧"
小儿肺炎链球菌肺炎,呼吸内科,　　肺炎链球菌肺炎(streptococcus pneumonia)是指由肺炎链球菌(旧称肺炎球菌)引起的急性肺部炎症。肺炎链球菌常引起以肺大叶或肺节段为单位的炎症，皆为原发性，3岁以上小儿多见，尤以年长儿较多，因此时该年龄组机体防御能力逐渐成熟.能使病变局限于一个肺叶或一个肺段而不致扩散，故又称大叶性肺炎。婴幼儿时期偶可发生，由于免疫功能尚不成熟，病菌沿支气管播散形成以小气道周围实变为特征的病变(支气管肺炎)。继发性肺炎链球菌肺炎多见于婴幼儿，常继发于病毒性肺炎。此处主要叙述大叶性肺炎。本病一年四季均可发病，但以冬春季、气候骤变时发病较多。,xefylqjfy, 小儿链球菌性肺炎,http://jbk.39.net/xefylqjfy/yyzl,内科,http://jbk.39.net/xefylqjfy/jbzs,"反复上呼吸道感染,烦躁不安,面色潮红"
小儿原发型肺结核,呼吸内科,　　小儿原发型肺结核是原发性结核病中最常见者，为结核菌初次侵入肺部后发生的原发感染，是小儿肺结核的主要类型，占儿童各型肺结核总数的85。3%。　　原发型肺结核包括原发综合征和支气管淋巴结结核。前者由肺原发病灶、局部淋巴结病变和两者相连的淋巴管炎组成;后者以胸腔内肿大的淋巴结为主，而肺部原发病灶或因其范围较小，或被纵隔影掩盖，X线片无法查出，或原发病灶已经吸收，仅遗留局部肿大的淋巴结，故在临床上诊断为支气管淋巴结结核。此两者并为一型，即原发型肺结核。,xeyfxfjh," 儿童型肺结核,小儿初染结核",http://jbk.39.net/xeyfxfjh/yyzl,内科,http://jbk.39.net/xeyfxfjh/jbzs,"咯血伴黄疸,盗汗,疲乏,气短,消瘦"
真菌过敏性哮喘,呼吸内科,　　临床上对于真菌过敏性哮喘的认识已有200余年的历史， 1728年John Floyer报道有人在参观酿酒厂时哮喘突然发作。1924年Von Leeuwen提出在荷兰的哮喘病人中，发病的原因是由于潮湿。同年在美国，Cadhan报告3例由小麦锈菌诱发的哮喘，这些发现均是真菌过敏性哮喘的研究雏形。1928年德国的Hansen医生首次正式证实提出了15%的哮喘病人对生活环境中收集到的交链孢霉及青霉抗原皮肤试验呈阳性反应，并证实给其中一部分患者吸入交链孢霉或青霉菌孢子可诱发哮喘发作。1932年Tubs报道一例哮喘患儿在每次进食发酵食物后发病，提出酵母菌及念珠菌是某些哮喘病人的发病诱因。1934年Prince等用在病人生活环境中曝皿培养真菌的方法进行观察，发现当真菌生长旺盛时，病人哮喘症状加重。,zjgmxxc, 真菌变应性哮喘,http://jbk.39.net/zjgmxxc/yyzl,内科,http://jbk.39.net/zjgmxxc/jbzs,
二硫化碳中毒,呼吸内科,　　二硫化碳（carbon disulfide，CS2）是工业上应用广泛的化学溶剂，也用于粘胶纤维、四氯化碳、农药生产等。为无色易挥发的液体。,elhtzd,"
                        ",http://jbk.39.net/elhtzd/yyzl,内科,http://jbk.39.net/elhtzd/jbzs,"感觉障碍,腱反射消失,恶心,步态不稳,浅感觉减退或缺失,周围神经损害"
肺闭喘咳,呼吸内科,　　肺闭喘咳多见於小儿，中医认为是外邪壅阻於肺，肺气郁闭不宣引起的，其基本征候特征为出现发热、气急、咳嗽，甚至鼻翼煽动，颜面苍白，口唇发绀等的病症。,fbck,"
                        ",http://jbk.39.net/fbck/yyzl,内科,http://jbk.39.net/fbck/jbzs,
胆固醇肺炎,呼吸内科,　　胆固醇肺炎是胆固醇长期沉积在肺内引起的一种慢性炎症。大致可分为原发及继发两种。继发者可因肺部慢性炎症、肺结核、脓肿、肿瘤、寄生虫、纤维化、胸部放疗后、粉尘刺激和重度吸烟等引起。该病为少见病例，到1997年，国内文献才27例。,dgcfy, 胆固醇性肺炎,http://jbk.39.net/dgcfy/yyzl,内科,http://jbk.39.net/dgcfy/jbzs,
变形杆菌肺炎,呼吸内科,　　变形杆菌(proteus)系肠道正常菌群的常见菌种，与人类感染有关的主要为普通变形杆菌和奇异变形杆菌，可引起泌尿道感染和腹部术后切口感染，引起肺炎少见，国内尚无确切发病率统计资料。社区感染中罕见，院内感染中约占3.4%～5.8%。与其他革兰阴性杆菌肺炎类似，主要是吸入口咽部定植的变形杆菌。正常人携带此菌很少，老年、使用抗酸剂或H2受体阻滞剂导致胃液pH升高、个人卫生状况不佳、胃肠道手术者，口咽部变形杆菌定植增加。当机体抵抗力下降而吸入的菌量较多、毒力较强时，肺炎随之发生。,bxgjfy," 变形杆菌性肺炎,普通变形杆菌肺炎",http://jbk.39.net/bxgjfy/yyzl,内科,http://jbk.39.net/bxgjfy/jbzs,
新生儿持续性肺动脉高压,呼吸内科,　　新生儿持续性肺动脉高压(persistent pu1monary hypertension of newborn，PPHN)是指生后肺血管阻力持续性增高，肺动脉压超过体循环动脉压，使由胎儿型循环过渡至正常ldquo;成人rdquo;型循环发生障碍，而引起的心房及(或)动脉导管水平血液的右向左分流，临床出现严重低氧血症等症状。本病多见于足月儿或过期产儿。,xsecxxfdmgy," 持续胎儿循环,持续性肺血管闭塞,持续性过渡期循环,持续性胎循环,肺血管痉挛,新生儿肺缺血,原发性持续性肺动脉高压",http://jbk.39.net/xsecxxfdmgy/yyzl,内科,http://jbk.39.net/xsecxxfdmgy/jbzs,"收缩期杂音,窒息,血压下降,右室肥厚"
小儿流感病毒肺炎,呼吸内科,　　本病是由流行性感冒(以下简称流感)病毒所引起的严重肺部感染，流感病毒肺炎是一种严重的间质性肺炎，有时可侵犯中枢神经系统或循环系统，本病多发生于弱小婴幼儿，集中于6个月至2岁的年龄阶段，流行多见于冬春寒冷季节。乙型流感病毒肺炎一般较甲型所致者为轻。,xelgbdfy,"
                                ",http://jbk.39.net/xelgbdfy/yyzl,内科,http://jbk.39.net/xelgbdfy/jbzs,"高热,啰音,喘息,咽痛"
肺鼠疫,呼吸内科,"　　肺鼠疫为鼠疫的一种，是《中华人民共和国传染病防治法》明文规定的甲类传染病，分为原发性和继发性两种，主要依靠飞沫传播，潜伏期短，感染者有危重的全身中毒症状及呼吸道感染特有症状。且病死率高，临床上以急性淋巴结炎最常见，其次是败血症、肺炎、脑膜炎和皮肤型鼠疫。
　　鼠疫的症状最早在1348年由一位名叫博卡奇奥的佛罗伦萨人记录下来：最初症状是腹股沟或腋下的淋巴肿块，然后，胳膊上和大腿上以及身体其他部分会出现青黑色的疱疹，这也是黑死病得名的源由。极少有人幸免，几乎所有的患者都会在3天内死去，通常无发热症状。",fsy, 黑死病,http://jbk.39.net/fsy/yyzl,内科,http://jbk.39.net/fsy/jbzs,
过敏性支气管肺曲霉病,呼吸内科,过敏性支气管肺曲霉病(allergic broncho pulmonary aspergillosis，ABPA)是过敏性支气管真菌病中最常见和最具特征性的一种疾病，1952年在英国首先报道。其致病曲霉以烟曲霉最常见，赫曲霉、稻曲霉(A.oryzae)、土曲霉偶可见到。,gmxzqgfqmb, 变应性支气管肺曲霉病,http://jbk.39.net/gmxzqgfqmb/yyzl,内科,http://jbk.39.net/gmxzqgfqmb/jbzs,
巴斯德菌肺炎,呼吸内科,　　出血败血性巴斯德菌(Pasteurella multocida)是猫和狗口腔正常菌丛，也是许多动物和鸟类常见的呼吸道感染病因。出血败血性巴斯德菌是狗和猫咬所致人蜂窝织炎的常见原因。此菌可引起人类呼吸系统感染，引起巴斯德氏菌肺炎，但报道极少。,bsdjfy, 巴斯德氏菌肺炎,http://jbk.39.net/bsdjfy/yyzl,内科,http://jbk.39.net/bsdjfy/jbzs,
小肠结肠炎耶尔森菌肺炎,呼吸内科, 由小肠结肠炎耶尔森菌(Yersinia enterocolitica)引起的感染，大部分累及胃肠道，引起自限性胃肠炎或肠系膜和末端回肠腺体炎。败血症及其肺和其他内脏受累极少见，肺炎病例一般发生于肝硬化或免疫功能低下的病人。,xcjcyyesjfy, 小肠结肠炎耶尔森氏菌肺炎,http://jbk.39.net/xcjcyyesjfy/yyzl,内科,http://jbk.39.net/xcjcyyesjfy/jbzs,
肺炭疽,呼吸内科,"　　肺炭疽(pulmonary anthrax)是炭疽杆菌所致的急性传染病。原系食草动物传染病，人因接触病畜及其产品或食用病畜的肉类而被感染。含炭疽芽胞的皮毛污染空气，引起肺炭疽。可以继发炭疽杆菌败血症。
　　该细菌由Robert Koch在1877年首次发现。炭疽病是一种严重的疾病，分布又非常广泛。",ftj, 肺型炭疽,http://jbk.39.net/ftj/yyzl,内科,http://jbk.39.net/ftj/jbzs,
呼吸肌疲劳症,呼吸内科,　　呼吸肌疲劳或呼吸肌功能障碍在慢性肺病和ICU住院患者中十分常见。长期以来，呼吸肌疲劳或衰竭问题没有受到重视。及时发现和治疗呼吸肌疲劳可纠正呼吸力学异常、减少呼吸功、改善氧合、缩短机械通气的时间。因此，近年来对危重病患者呼吸肌功能的评价已成为重症监护的重要内容之一。,hxjplz, 呼吸肌功能障碍,http://jbk.39.net/hxjplz/yyzl,内科,http://jbk.39.net/hxjplz/jbzs,
小儿呼吸道合胞病毒肺炎,呼吸内科,　　呼吸道合胞病毒肺炎(respiratory syncytial virus pneumonia)简称合胞病毒肺炎，是一种小儿常见的间质性肺炎，多发生于婴幼儿。由于母传抗体不能预防感染的发生，因而出生不久的小婴儿即可发病，有报道新生儿病毒性肺炎中RSV占10%～15%。国外偶有院内感染导致产科医院新生儿病房暴发流行的报道。,xehxdhbbdfy, 小儿合胞病毒肺炎,http://jbk.39.net/xehxdhbbdfy/yyzl,内科,http://jbk.39.net/xehxdhbbdfy/jbzs,"鼻翼扇动,喘息,高热,呼吸困难"
肺炎链球菌败血症,呼吸内科,　　可继发于肺炎链球菌性肺炎、中耳炎、乳突炎、咽炎，病菌大多由肺部经引流淋巴径路经胸导管人血，中耳炎及乳突炎时则肺炎链球菌可经静脉窦入血，肺炎链球菌肺炎患者中20%～30%血培养阳性，阳性率随年龄增长而增加。Ⅱ型肺炎链球菌较易引起。脾切除患者发生较多，可能与脾脏的单核-吞噬细胞系统具有强大的吞噬与杀灭有荚膜的肺炎链球菌的功能有关。其他原有重症疾病如镰状细胞贫血及免疫功能低下患者，均易发生肺炎链球菌败血症。,fylqjbxz, 肺炎链球菌败血病,http://jbk.39.net/fylqjbxz/yyzl,内科,http://jbk.39.net/fylqjbxz/jbzs,"寒战,发烧,头痛,恶心与呕吐"
卡他莫拉菌感染,呼吸内科,　　奈瑟菌科包括五个菌属：奈瑟菌属、莫拉菌属、金氏菌属、不动杆菌属和Oligella属。其中莫拉菌属又包含莫拉(Moraxella)和布拉汉(Branhamella)两个亚属，对上述命名和分类仍存在争议。卡他莫拉菌(Moraxella catarrhalis，MC)也有称卡他布兰汉菌(Branhamellacatarrhalis，BC)是寄居于人类上呼吸道的莫拉菌属的一种细菌，1970年分类为布兰汉菌，1984年该菌被列为莫拉菌属的一个亚属，称为Moraxedla(Branhamella)catarrhalis即卡他莫拉(布拉汉)菌，目前被广泛接受的命名是M.catarrhalis(MC)即卡他莫拉菌。随着对本属细菌的深入研究，其命名还将会发生变化。MC菌是一种革兰阴性双球菌。过去认为仅是健康人呼吸道的正常寄居菌群。,ktmljgr," 卡他布兰汉菌感染,卡他奈瑟菌感染,卡他球菌感染,卡他微球菌感染,粘膜炎莫拉菌感染,粘膜炎奈瑟菌感染,粘膜炎奈瑟氏菌感染,粘膜炎微球菌感染,粘膜炎细球菌感染",http://jbk.39.net/ktmljgr/yyzl,内科,http://jbk.39.net/ktmljgr/jbzs,"脓肿,咳嗽"
肺泡-毛细血管阻滞综合征,呼吸内科,　　肺泡-毛细血管阻滞综合征(alveolar capillary block syndrome)是构成气体扩散面的肺泡-毛细血管的间壁发生了病变，使氧弥散能力减低的一组病征。,fpmxxgzzzhz," 肺泡毛细管阻塞综合征,肺泡-毛细血管阻滞综合症",http://jbk.39.net/fpmxxgzzzhz/yyzl,内科,http://jbk.39.net/fpmxxgzzzhz/jbzs,
特发性含铁血黄素沉着症,呼吸内科,　　特发性含铁血黄素沉着症（idiopathic pulmomaryhae mosiderosis，IPH）乃一种病因未明，肺内间歇出血的少见疾病。国际上报告200多例，国内报告120余例（到1994年）。肺泡内红细胞破坏后，珠蛋白被吸收，含铁血黄素沉着于肺组织引起反应。由于反复出血可继发缺铁性贫血。,tfxhtxhsczz,"
                        ",http://jbk.39.net/tfxhtxhsczz/yyzl,内科,http://jbk.39.net/tfxhtxhsczz/jbzs,"皮肤苍白,乏力,低烧,干咳,皮肤为金属颜色或石板灰色,内出血,呼吸困难"
铝尘肺,呼吸内科,　　肺铝土纤维化是指长期吸入超细的金属铝粉所引起的肺部纤维化疾病。,lcf," 矾土肺,肺铁钒土纤维化,肺铝土纤维化,铝肺",http://jbk.39.net/lcf/yyzl,内科,http://jbk.39.net/lcf/jbzs,
产碱杆菌肺炎,呼吸内科,产碱杆菌肺炎是一种较为少见的细菌所致肺炎。,cjgjfy,"
                                        ",http://jbk.39.net/cjgjfy/yyzl,内科,http://jbk.39.net/cjgjfy/jbzs,
小儿呼吸衰竭,呼吸内科,　　呼吸衰竭(respiratory failure)是一种重危的临床综合病征，为儿科常见的急症之一，也是引起死亡的多见原因，简称呼衰。呼衰是指由于各种原因导致中枢和(或)外周性呼吸生理功能障碍，使动脉血氧分压(PaO2)8kPa(60mmHg)或伴有动脉二氧化碳分压(PaCO2)6.67kPa(50mmHg)，并存在呼吸困难症状的临床综合征。小儿多见急性呼吸衰竭。,xehxsj, 小儿呼衰,http://jbk.39.net/xehxsj/yyzl,内科,http://jbk.39.net/xehxsj/jbzs,"烦躁不安,呼吸困难,发绀"
肺嗜酸性粒细胞浸润症,呼吸内科,　　肺嗜酸性粒细胞浸润症(pulmonary infiltration with eosinophilia，PIE)或嗜酸性粒细胞性肺疾病(eosinophilic lung disease)是一组以循环或组织中嗜酸性粒细胞增高为特征的疾病。,fssxlxbjrz," 肺伴有嗜酸细胞增多肺浸润,嗜酸细胞性肺,嗜酸性粒细胞性肺疾病",http://jbk.39.net/fssxlxbjrz/yyzl,内科,http://jbk.39.net/fssxlxbjrz/jbzs,"气急,喘息,胸闷,低烧,乏力"
呕吐物吸入,呼吸内科,　　呼吸道误吸各种物质均可引起不同程度的损伤，其临床表现从轻微的上气道刺激症状到严重的非心源性肺水肿，甚至引起死亡。部分吸入物除了引起肺部病变外，尚可导致其他器官的功能障碍，引起全身性疾病。根据吸入物的不同，呼吸道吸入性损伤大致可分为四类：①化学性肺炎：胃酸，油类，脂类，碳氢化合物，胎粪，毒气，烟雾;②细菌性感染：口咽部分泌物，呕吐物、来自对侧肺的脓性分泌物;③惰性物质：固体颗粒，液体;④呼吸道烧灼伤：高温气体等。　病理情况下将呕吐物误吸入呼吸道，可危及生命或导致慢性呼吸功能不全，常发生在神志不清和吞咽反射异常的患者，如过量服用中枢抑制药物、酒精过量、卒中或颅脑外伤等。短期内吸入大量的胃液可在1h内产生急性呼吸窘迫(Mendelson综合征);但最常见的是吸入少许呕吐物，所引起的病变更为隐匿，主要表现为发热、肺部出现湿啰音和脓性痰;吸入较多的中性液体或颗粒状物质可致下气道机械性阻塞。危重病人误吸后预后差。,otwxr, Aspiration of vomitus,http://jbk.39.net/otwxr/yyzl,内科,http://jbk.39.net/otwxr/jbzs,
类鼻疽杆菌肺炎,呼吸内科,类鼻疽是一种人类和动物共患，类似马鼻疽的传染性疾病。本病与马鼻疽的临床和病理极其相似，但流行病学不同。,lbjgjfy," 惠氏杆菌肺炎,惠特莫杆菌肺炎,惠特莫氏杆菌肺炎,类鼻疽吕夫勒菌肺炎,类鼻疽吕夫勒氏菌肺炎",http://jbk.39.net/lbjgjfy/yyzl,内科,http://jbk.39.net/lbjgjfy/jbzs,
肺宫崎肺吸虫症,呼吸内科,肺宫崎肺吸虫症是宫崎肺吸虫引起的肺部疾病。它与卫氏肺吸虫症(Westermani)有一定的临床区别。,fgqfxcz,"
                                ",http://jbk.39.net/fgqfxcz/yyzl,内科,http://jbk.39.net/fgqfxcz/jbzs,
鼠疫耶尔森菌肺炎,呼吸内科,　　耶尔森菌属(Yersinia) 俗称鼠疫杆菌，是鼠疫的病原菌。鼠疫是一种人兽共患的自然疫源性烈性传染病，人通过接触感染动物或污染食物而患病。目前耶尔森菌属分为鼠疫耶尔森菌(Yersinia pestis)、假结核耶尔森菌(Y.pseudotuberculosis)，小肠结肠炎耶尔森菌(Y.enterocolitica)及中间耶尔森菌 (Y.intermedia)，前3种对人类有较强致病性。　　法国的耶尔森(Alexandre Yersin)首先发现了鼠疫杆菌。医学界为了纪念耶尔森的功绩，将此病原体称为耶尔森属鼠疫菌(Yersinia pestis)。,syyesjfy," 鼠疫耶尔森氏菌肺炎,鼠疫耶氏菌肺炎",http://jbk.39.net/syyesjfy/yyzl,内科,http://jbk.39.net/syyesjfy/jbzs,
急性侵袭型肺曲霉病,呼吸内科, 急性侵袭型肺曲霉病(acute invasive pulmonary aspergillosis)是侵袭型肺曲霉病中最常见和最严重的类型。曲霉性支气管肺炎和播散性肺曲霉病大体上均可归入此范畴。,jxqxxfqmb, 急性侵袭性肺曲霉病,http://jbk.39.net/jxqxxfqmb/yyzl,内科,http://jbk.39.net/jxqxxfqmb/jbzs,
摩根菌肺炎,呼吸内科,摩根菌肺炎(Morganii pneumonia)是由摩根菌感染所致。国内尚无此菌感染的报告。近10年来，国外报道该菌感染的发病率逐年增多。已成为医院获得性感染的常见致病菌之一。,mgjfy, 摩根氏菌肺炎,http://jbk.39.net/mgjfy/yyzl,内科,http://jbk.39.net/mgjfy/jbzs,
